Geneid	271KO_RNA_1.bam	271KO_RNA_2.bam	271KO_RNA_3.bam
PBANKA_1300900	284	1185	1517
PBANKA_0801500	1030	2112	2182
PBANKA_0906900	3060	7104	6790
PBANKA_0929700	651	1492	1691
PBANKA_1130300	165	365	457
PBANKA_0607300	981	2220	2320
PBANKA_1204000	25	94	95
PBANKA_0007601	0	0	0
PBANKA_0306400	220	530	617
PBANKA_0707300	1666	4200	4052
PBANKA_0315410	68	276	446
PBANKA_1146721	58	145	125
PBANKA_0811300	2564	6415	5537
PBANKA_1245900	288	827	774
PBANKA_0940500	30	66	145
PBANKA_1440700	717	2168	1938
PBANKA_0521300	2186	5108	5726
PBANKA_0207800	39	236	150
PBANKA_1465921	11	17	22
PBANKA_1010800	287	811	736
PBANKA_0619400	709	2213	2980
PBANKA_0836400	14	129	65
PBANKA_0715800	190	675	549
PBANKA_0522000	230	618	345
PBANKA_0609100	1282	2908	3852
PBANKA_MIT01800	1177	6335	5699
PBANKA_1451500	440	999	1140
PBANKA_1005100	57	221	141
PBANKA_1113900	378	982	1058
PBANKA_0709100	473	1828	1629
PBANKA_1211400	211	422	445
PBANKA_1423900	131	331	269
PBANKA_0933200	162	390	297
PBANKA_1130700	157	336	355
PBANKA_1131500	1267	2042	2033
PBANKA_0834700	327	1020	935
PBANKA_0213900	274	617	855
PBANKA_0107500	166	473	340
PBANKA_1365100	999	2238	2025
PBANKA_1358900	658	1406	1476
PBANKA_1125600	7174	16139	14802
PBANKA_0919300	337	1089	786
PBANKA_1210200	25800	48496	55524
PBANKA_API00330	0	0	4
PBANKA_0316921	4	6	7
PBANKA_1000061	0	0	0
PBANKA_0923800	21	96	49
PBANKA_1000300	441	1009	1122
PBANKA_1326700	798	1892	1805
PBANKA_1013600	167	395	541
PBANKA_1223700	110	248	289
PBANKA_0928300	856	1762	1705
PBANKA_1447100	355	843	915
PBANKA_0601200	4150	10224	9970
PBANKA_0112600	197	861	660
PBANKA_0409400	15844	29565	32625
PBANKA_0719500	1989	4089	3921
PBANKA_1240600	1785	3879	5197
PBANKA_1240700	231	349	495
PBANKA_1019800	3857	7079	8828
PBANKA_0836100	24	184	127
PBANKA_0601500	198	641	680
PBANKA_MIT03000	0	0	0
PBANKA_1204100	854	1798	1969
PBANKA_1322000	514	1420	1067
PBANKA_0925200	1814	4295	3904
PBANKA_1214200	1422	4641	4603
PBANKA_1008500	4364	10991	9687
PBANKA_0811700	196	544	489
PBANKA_1210300	362	1025	1142
PBANKA_1337300	415	1232	1431
PBANKA_1138400	2576	4744	5501
PBANKA_0810800	333	1066	1220
PBANKA_0602300	645	1524	1704
PBANKA_1127100	34	111	126
PBANKA_0204900	410	928	1017
PBANKA_API00400	0	0	1
PBANKA_0811400	4059	7423	8295
PBANKA_1308400	458	1007	1141
PBANKA_1463200	436	986	1274
PBANKA_1200900	119	447	371
PBANKA_0802800	461	1222	1168
PBANKA_1423100	374	1071	1375
PBANKA_1008600	599	1280	1674
PBANKA_1027200	184	525	513
PBANKA_1120600	358	987	802
PBANKA_1353000	79	195	179
PBANKA_1008100	292	792	659
PBANKA_1241500	273	858	905
PBANKA_1461600	1332	3161	2885
PBANKA_0302100	365	926	794
PBANKA_0915100	69	279	256
PBANKA_0408100	182	383	545
PBANKA_0216801	122	323	472
PBANKA_1007700	2088	4357	4426
PBANKA_API00045	0	0	0
PBANKA_1445900	1915	3970	5390
PBANKA_0302500	2127	5736	5226
PBANKA_1463100	805	1715	2038
PBANKA_0508900	69	231	160
PBANKA_0939300	381	704	476
PBANKA_1035100	1016	2408	2459
PBANKA_1203900	168	435	513
PBANKA_1122700	2390	5039	6608
PBANKA_1328400	710	2458	2391
PBANKA_1452700	193	363	456
PBANKA_0112661	0	4	0
PBANKA_0007401	0	0	0
PBANKA_1003900	10	33	63
PBANKA_1459500	38254	66830	89023
PBANKA_0309000	118	316	255
PBANKA_0940900	546	1453	1495
PBANKA_1421221	0	1	0
PBANKA_1019360	24	130	109
PBANKA_1211300	370	1229	1127
PBANKA_1455600	1591	3614	3362
PBANKA_1416300	1302	3821	3563
PBANKA_1335500	243	717	730
PBANKA_0203600	4236	8134	11116
PBANKA_1102700	154	425	350
PBANKA_1121000	2594	4727	5670
PBANKA_1320100	2698	6009	6862
PBANKA_0510500	160	359	386
PBANKA_1208700	218	773	854
PBANKA_0517000	3873	16598	15107
PBANKA_0410400	1382	2774	2808
PBANKA_0521700	4996	7850	12749
PBANKA_1027900	508	1307	1312
PBANKA_1319300	436	1195	1128
PBANKA_0518400	115	274	204
PBANKA_0211100	42	139	124
PBANKA_1414400	417	1176	996
PBANKA_1036200	264	898	772
PBANKA_1330700	877	1913	2141
PBANKA_0808700	320	816	938
PBANKA_1405300	124	305	329
PBANKA_0414800	250	691	606
PBANKA_1411700	203	511	617
PBANKA_0216061	0	6	8
PBANKA_0406100	356	925	850
PBANKA_1460100	29	93	85
PBANKA_1110600	738	2078	2737
PBANKA_1318300	112	230	238
PBANKA_1220400	22	102	107
PBANKA_0408000	160	448	454
PBANKA_1224500	535	1243	1267
PBANKA_1122300	285	550	758
PBANKA_0808100	76	98	202
PBANKA_1227300	65	176	146
PBANKA_0700500	25	66	116
PBANKA_0806300	1303	2109	2611
PBANKA_1446900	1367	4108	4658
PBANKA_0943900	31	120	80
PBANKA_1243300	83	263	222
PBANKA_1229500	288	544	665
PBANKA_1434100	970	2311	2313
PBANKA_1023900	148	498	547
PBANKA_1239000	4921	17174	27463
PBANKA_0102500	234	629	621
PBANKA_0006600	0	0	0
PBANKA_0912200	106	235	197
PBANKA_0903000	356	811	770
PBANKA_1343400	1198	2871	2922
PBANKA_0800600	58	283	205
PBANKA_0524200	1671	6142	6459
PBANKA_0307300	164	599	672
PBANKA_1307300	289	1450	797
PBANKA_0214531	5	10	12
PBANKA_0509100	217	479	695
PBANKA_0803700	675	1901	1741
PBANKA_1416400	506	1063	1203
PBANKA_0620500	87	298	217
PBANKA_0606800	129	394	479
PBANKA_0306700	115	658	501
PBANKA_1440300	48	141	124
PBANKA_0708600	212	573	636
PBANKA_0104000	942	2315	2374
PBANKA_0704400	685	1753	1662
PBANKA_1239700	240	422	680
PBANKA_1322900	313	618	651
PBANKA_1449900	1019	2860	2798
PBANKA_1427100	4761	8342	10878
PBANKA_1301500	117	448	427
PBANKA_0504900	297	872	785
PBANKA_1438600	299	957	737
PBANKA_1310000	335	705	1024
PBANKA_1144100	320	985	962
PBANKA_0001001	22	47	54
PBANKA_1014100	206	539	585
PBANKA_1040521	4	9	10
PBANKA_1246121	0	0	0
PBANKA_1030800	51	73	129
PBANKA_0613600	151	413	365
PBANKA_1135500	2034	3870	4045
PBANKA_0805500	1085	2162	2102
PBANKA_0213600	1182	1923	2518
PBANKA_1328900	542	1273	1229
PBANKA_1004200	73	239	194
PBANKA_1404600	29	96	104
PBANKA_1230700	65	309	204
PBANKA_0712800	400	738	768
PBANKA_1127300	117	332	302
PBANKA_1221100	224	563	521
PBANKA_0804381	0	0	0
PBANKA_1030200	995	1672	1873
PBANKA_1203100	16	71	56
PBANKA_1324700	14	36	40
PBANKA_0804700	494	1188	1227
PBANKA_0406500	1152	2787	2329
PBANKA_0704800	5253	11147	12594
PBANKA_1010700	85	184	222
PBANKA_0400700	17	31	39
PBANKA_1013900	499	1338	1306
PBANKA_1126800	20451	38907	51769
PBANKA_1330400	30	117	92
PBANKA_1356700	709	1942	1729
PBANKA_1113800	524	1279	1493
PBANKA_1230800	31	121	80
PBANKA_0916000	156	469	411
PBANKA_1324200	197	453	640
PBANKA_0307700	2	30	9
PBANKA_0523900	32579	61219	71281
PBANKA_1342700	39	124	87
PBANKA_1113300	1901	3751	4236
PBANKA_0813800	293	609	733
PBANKA_1106700	3936	10024	8676
PBANKA_0315400	227	569	712
PBANKA_1425900	1094	3909	3705
PBANKA_0415900	30	231	193
PBANKA_1361200	12535	24190	29537
PBANKA_1137900	3422	8606	7931
PBANKA_1328300	492	1026	932
PBANKA_1446600	94	320	299
PBANKA_1327800	332	877	1001
PBANKA_API00304	0	0	4
PBANKA_1009300	169	524	540
PBANKA_0809000	1510	2895	2805
PBANKA_1365200	470	2967	1831
PBANKA_0824500	9	35	36
PBANKA_1210100	143	518	373
PBANKA_1325100	574	850	922
PBANKA_1126100	94	237	250
PBANKA_0311800	1103	3752	4260
PBANKA_1430200	219	534	509
PBANKA_0106100	111	335	238
PBANKA_1350100	147	344	288
PBANKA_API00350	0	0	2
PBANKA_1138900	8279	15560	17061
PBANKA_1001900	68	257	146
PBANKA_1245150	178	522	553
PBANKA_0506800	337	732	763
PBANKA_1433300	330	758	752
PBANKA_0402700	45895	78114	96144
PBANKA_0903500	119	301	260
PBANKA_1356500	107	592	318
PBANKA_1454200	6588	15761	15645
PBANKA_0929600	301	917	874
PBANKA_1130900	1823	3468	4027
PBANKA_0914800	47	122	100
PBANKA_0110800	1151	3287	5942
PBANKA_0612200	1250	3162	3082
PBANKA_1307500	1099	2661	2501
PBANKA_0622500	313	876	1026
PBANKA_0616000	130	238	260
PBANKA_1444500	878	1783	2548
PBANKA_1309300	48	152	172
PBANKA_1213200	849	1761	1699
PBANKA_1429300	359	915	997
PBANKA_0500741	0	0	0
PBANKA_0803800	48	209	181
PBANKA_1223300	815	1788	2072
PBANKA_1235900	228	471	452
PBANKA_1355500	875	1833	1715
PBANKA_0918800	282	619	639
PBANKA_0515300	827	1733	1646
PBANKA_0912000	553	1356	1255
PBANKA_0505100	1703	3869	3403
PBANKA_0100021	15	59	35
PBANKA_1406300	248	701	692
PBANKA_1456800	341	978	1138
PBANKA_1039500	377	982	792
PBANKA_0112621	51	133	112
PBANKA_1316400	495	1434	1082
PBANKA_1457200	3410	7078	6955
PBANKA_API00446	0	0	0
PBANKA_1129200	84	258	313
PBANKA_0502000	2959	5234	5773
PBANKA_1018600	1305	4830	4099
PBANKA_0314000	16	84	129
PBANKA_1314600	59	162	146
PBANKA_1226200	94	514	253
PBANKA_1146000	429	1333	898
PBANKA_1146261	553	1739	1427
PBANKA_1419000	493	1546	1324
PBANKA_1427400	21	115	96
PBANKA_0316700	70	237	248
PBANKA_1027500	88	325	448
PBANKA_0719700	2234	4106	4517
PBANKA_0212200	1725	4387	4311
PBANKA_1012900	102	259	202
PBANKA_1344600	277	974	922
PBANKA_1444000	252	1953	1423
PBANKA_1466261	0	0	2
PBANKA_1245300	896	2296	2434
PBANKA_0933100	44	146	199
PBANKA_1106600	18	57	34
PBANKA_1131900	559	1249	1542
PBANKA_0613100	640	2037	2284
PBANKA_1419700	98	545	419
PBANKA_1100021	0	0	0
PBANKA_1103800	726	1197	1610
PBANKA_0820400	20	49	77
PBANKA_0914000	166	409	330
PBANKA_0917300	220	437	588
PBANKA_0935900	60	257	254
PBANKA_1229300	92	262	156
PBANKA_1202300	499	991	769
PBANKA_1420900	425	1044	937
PBANKA_0007200	0	0	0
PBANKA_0611100	372	926	1067
PBANKA_0209500	429	834	1200
PBANKA_1125500	424	1268	886
PBANKA_0100081	0	0	0
PBANKA_1125300	2003	3533	3321
PBANKA_1305900	317	1021	1223
PBANKA_0524600	165	466	487
PBANKA_0401400	833	2366	2011
PBANKA_1302261	3	6	7
PBANKA_1336500	889	1884	1979
PBANKA_0515600	29	179	113
PBANKA_0110200	267	796	703
PBANKA_0305300	114	283	365
PBANKA_0604900	463	1143	1340
PBANKA_1121700	2143	4689	4347
PBANKA_1007800	230	506	460
PBANKA_1334200	341	594	647
PBANKA_1450900	148	437	530
PBANKA_1005200	87	238	190
PBANKA_1317000	1	9	2
PBANKA_0515800	135	517	401
PBANKA_1207000	479	1123	1329
PBANKA_0836961	3	13	9
PBANKA_0102600	2026	4306	4161
PBANKA_0402300	390	1012	855
PBANKA_1133100	12369	25311	32257
PBANKA_0907900	38286	68884	82479
PBANKA_1308300	49	134	193
PBANKA_0007801	0	0	0
PBANKA_0812100	481	1279	1324
PBANKA_API00095	2	8	58
PBANKA_1418600	151	217	225
PBANKA_0717400	42	123	143
PBANKA_1208800	2359	3649	3358
PBANKA_MIT02000	0	0	0
PBANKA_0716200	94	268	313
PBANKA_0622921	631	428	1318
PBANKA_1019330	32	170	116
PBANKA_1450200	2974	8767	7045
PBANKA_0414200	237	490	436
PBANKA_1329200	11937	25536	27468
PBANKA_1354380	21	32	64
PBANKA_1453100	3953	8117	9682
PBANKA_1305100	1234	3542	3335
PBANKA_0710100	2119	3956	3811
PBANKA_0509500	735	1921	1899
PBANKA_1332500	204	359	472
PBANKA_0514800	304	725	761
PBANKA_0942600	567	1026	881
PBANKA_0803000	546	1303	1246
PBANKA_0516400	107	275	224
PBANKA_1415500	193	550	369
PBANKA_0214700	2269	5927	5129
PBANKA_0109500	230	718	499
PBANKA_1350800	76	248	287
PBANKA_0304300	152	387	441
PBANKA_0506000	950	2707	2332
PBANKA_0913500	13	145	108
PBANKA_0107000	292	1234	1394
PBANKA_0501000	29	84	110
PBANKA_0408400	3094	6290	6823
PBANKA_1146761	250	1389	954
PBANKA_1411400	424	1213	1331
PBANKA_0830100	90	225	118
PBANKA_API00206	0	0	18
PBANKA_1125100	55	140	255
PBANKA_0716400	156	349	389
PBANKA_0311700	252	1037	1065
PBANKA_0907400	144	382	440
PBANKA_0306500	538	1645	1813
PBANKA_0307600	556	1716	1942
PBANKA_0824900	834	1510	2087
PBANKA_0711000	1006	2295	2153
PBANKA_0612800	234	718	715
PBANKA_0616300	60	219	148
PBANKA_1315800	12	60	91
PBANKA_0942200	317	728	716
PBANKA_1233500	4899	9625	10697
PBANKA_1430900	2172	4623	4181
PBANKA_0623150	614	1455	2101
PBANKA_0211600	347	659	588
PBANKA_0312000	818	1375	1704
PBANKA_1332200	133	323	353
PBANKA_0827400	2049	3844	4448
PBANKA_1228400	636	1483	1272
PBANKA_0900600	0	0	0
PBANKA_1032400	1178	2245	3130
PBANKA_0828400	507	1391	1536
PBANKA_1127200	50	85	88
PBANKA_1419500	33	190	108
PBANKA_1424900	312	781	713
PBANKA_1004600	42	150	154
PBANKA_1145800	2788	9397	7685
PBANKA_0819100	376	1277	1294
PBANKA_1120900	199	750	632
PBANKA_0702000	2353	4380	4156
PBANKA_0316961	1	0	1
PBANKA_1400096	1	2	5
PBANKA_0701300	76	246	258
PBANKA_0916650	266	430	588
PBANKA_1428000	833	1827	1751
PBANKA_0307400	286	595	550
PBANKA_0713200	3210	5592	6529
PBANKA_0721500	1077	3017	3652
PBANKA_1345600	458	1177	1017
PBANKA_1102400	55	96	160
PBANKA_1100400	3	23	12
PBANKA_0301800	429	1095	1060
PBANKA_0607400	3980	8613	8947
PBANKA_1362600	82	256	241
PBANKA_1223400	403	923	1000
PBANKA_0315800	2650	11733	13806
PBANKA_1102800	779	1916	1956
PBANKA_1336400	363	905	908
PBANKA_1025300	1109	1827	3045
PBANKA_1130600	73	161	196
PBANKA_1002500	789	1424	2154
PBANKA_1034000	342	967	1273
PBANKA_1026500	1517	3051	3400
PBANKA_1012200	977	1907	2122
PBANKA_0811100	501	1191	1198
PBANKA_1462500	7	23	31
PBANKA_1034700	926	2458	3363
PBANKA_1309000	167	307	523
PBANKA_0810100	104	251	240
PBANKA_0502650	3604	8272	10224
PBANKA_0943100	1811	5008	4213
PBANKA_0924200	97	260	251
PBANKA_1115800	144	391	333
PBANKA_MIT02800	43	27	95
PBANKA_1017900	872	1893	1925
PBANKA_1111800	28	115	67
PBANKA_0608400	154	301	214
PBANKA_1222700	380	774	1000
PBANKA_0509600	110	385	384
PBANKA_0815800	264	645	752
PBANKA_1040581	19	58	38
PBANKA_0929500	152	548	452
PBANKA_1314000	97	298	211
PBANKA_1027800	434	723	1080
PBANKA_0111200	1431	3007	3231
PBANKA_1230600	144	411	409
PBANKA_0106400	290	697	678
PBANKA_1121400	173	442	634
PBANKA_1430000	34	121	119
PBANKA_0619300	230	701	599
PBANKA_0914500	406	1136	913
PBANKA_0417600	13939	26621	34787
PBANKA_0306600	481	829	902
PBANKA_1211100	272	746	657
PBANKA_1359700	2036	3872	4540
PBANKA_0603650	1099	2589	3677
PBANKA_1351800	764	1866	1638
PBANKA_1346300	3792	8186	10075
PBANKA_1145100	653	1540	1499
PBANKA_1229000	1512	4332	3699
PBANKA_0300700	1250	2384	2547
PBANKA_0818300	112	287	219
PBANKA_1204700	9	61	31
PBANKA_1019320	26	207	118
PBANKA_1408700	59	342	399
PBANKA_0521100	59	139	115
PBANKA_0405600	797	1672	1923
PBANKA_0717100	45	94	92
PBANKA_0403900	558	2868	3138
PBANKA_1405900	422	1001	911
PBANKA_1234200	1329	3817	3426
PBANKA_1003300	259	793	749
PBANKA_0721900	60	278	244
PBANKA_0715600	1252	3649	2860
PBANKA_1441100	1458	3948	3837
PBANKA_API00130	0	0	1
PBANKA_1111400	329	996	1066
PBANKA_API00081	0	0	0
PBANKA_0927500	231	588	621
PBANKA_0912500	9298	15421	18350
PBANKA_0409800	886	2591	1984
PBANKA_1216600	553	1406	1370
PBANKA_1448500	777	2082	1769
PBANKA_1438100	448	1172	1239
PBANKA_0612900	301	1012	1274
PBANKA_1460200	186	470	465
PBANKA_1359100	91	325	357
PBANKA_1349200	1408	5037	5096
PBANKA_1446400	15	71	93
PBANKA_0303300	528	1172	875
PBANKA_0817400	531	1125	1385
PBANKA_0930800	177	479	438
PBANKA_0213000	452	1256	1334
PBANKA_1243200	41	178	169
PBANKA_1405400	283	1002	837
PBANKA_0716500	3526	7208	6882
PBANKA_0805900	3994	9145	8490
PBANKA_1357700	1324	2570	2745
PBANKA_0609500	18182	29001	33419
PBANKA_1433600	215	748	871
PBANKA_0100400	257	722	1221
PBANKA_0520100	1003	2190	2527
PBANKA_0702400	894	2031	2340
PBANKA_1346900	91	202	228
PBANKA_1339000	231	494	673
PBANKA_0008001	0	0	0
PBANKA_1308800	295	637	672
PBANKA_0001601	0	0	0
PBANKA_1443100	186	645	551
PBANKA_0911200	230	837	738
PBANKA_1215200	148	353	344
PBANKA_1137100	106	285	273
PBANKA_1430700	961	2677	2778
PBANKA_0623300	767	2293	1923
PBANKA_0829600	92	267	255
PBANKA_1202600	28936	44889	50869
PBANKA_0929200	1954	3840	4625
PBANKA_0500721	0	0	1
PBANKA_1440500	247	510	514
PBANKA_0901000	864	1723	2341
PBANKA_1105400	475	1741	1335
PBANKA_1008300	1185	2001	2653
PBANKA_1334400	1600	3696	3423
PBANKA_1119000	244	549	537
PBANKA_0931300	4599	8570	9519
PBANKA_1020800	525	1229	1390
PBANKA_1135900	496	1220	1272
PBANKA_0907800	312	1092	938
PBANKA_1420500	4795	9580	11835
PBANKA_0708200	1000	2317	2420
PBANKA_0608000	296	533	717
PBANKA_0826500	1200	4350	4740
PBANKA_0924500	92	609	308
PBANKA_1200600	1044	3740	3345
PBANKA_0710800	1879	4130	4041
PBANKA_1466121	8	48	52
PBANKA_0921400	323	1228	1537
PBANKA_0714500	261	501	503
PBANKA_0706200	116	480	360
PBANKA_1231900	21	92	92
PBANKA_1127800	990	2196	2241
PBANKA_1455100	1665	3922	4019
PBANKA_1213700	608	1403	1437
PBANKA_1309500	381	1148	970
PBANKA_0308900	192	594	608
PBANKA_1216400	107	341	286
PBANKA_0410650	80	255	141
PBANKA_0201900	325	845	841
PBANKA_0901700	781	3481	3425
PBANKA_0008301	0	0	0
PBANKA_0606100	165	353	301
PBANKA_0942900	866	2257	2751
PBANKA_0106800	111	388	343
PBANKA_1101000	194	424	469
PBANKA_1324100	211	455	382
PBANKA_0805800	57	325	168
PBANKA_1238900	444	902	1320
PBANKA_1445200	71	277	287
PBANKA_0621800	257	643	795
PBANKA_0837201	0	0	1
PBANKA_1319800	29	100	63
PBANKA_1132800	511	1271	1736
PBANKA_0804200	30	97	64
PBANKA_0939000	13889	26640	30496
PBANKA_1141900	255	593	695
PBANKA_1207200	345	1411	1069
PBANKA_1421800	214	827	750
PBANKA_0941000	9	64	68
PBANKA_0412500	81	233	163
PBANKA_1022900	95	183	279
PBANKA_1105100	3086	6706	6698
PBANKA_0512000	7408	15857	19682
PBANKA_0201400	33	148	120
PBANKA_0201300	179	759	721
PBANKA_0500600	0	0	0
PBANKA_0715700	392	857	1022
PBANKA_1329700	3227	7450	6943
PBANKA_0820800	560	1653	1636
PBANKA_0522700	24422	61592	58036
PBANKA_0935400	42	122	129
PBANKA_1135000	168	767	705
PBANKA_0101500	1071	2031	2611
PBANKA_1449700	1501	4366	5605
PBANKA_0109100	1560	4039	3289
PBANKA_0523200	37	149	103
PBANKA_1349100	813	3705	4051
PBANKA_1200096	12	8	18
PBANKA_0304400	452	2610	2083
PBANKA_1362800	137	195	242
PBANKA_1023700	22	118	75
PBANKA_0605500	752	1725	1914
PBANKA_1017400	114	320	350
PBANKA_1102600	115	660	629
PBANKA_1315300	17822	32864	41685
PBANKA_0306800	1055	3566	2495
PBANKA_1139700	85	362	211
PBANKA_0405800	242	716	722
PBANKA_0518100	43	80	109
PBANKA_0622900	157	567	658
PBANKA_1146741	1	1	0
PBANKA_1454300	273	623	601
PBANKA_0937860	0	0	0
PBANKA_1330100	382	848	1546
PBANKA_0307000	1184	5378	4432
PBANKA_1456500	93	178	289
PBANKA_0600021	0	0	1
PBANKA_0936100	25	146	164
PBANKA_1243700	85	226	160
PBANKA_1031500	608	1399	1643
PBANKA_1347100	21	79	39
PBANKA_1313800	751	1829	1681
PBANKA_1338300	1097	3240	2979
PBANKA_0408300	3164	6861	7169
PBANKA_0308300	1444	3409	3540
PBANKA_1431800	36	167	81
PBANKA_1035700	1487	2788	2892
PBANKA_1361800	300	719	839
PBANKA_0305700	37	133	82
PBANKA_0301700	195	607	657
PBANKA_0722921	37	253	133
PBANKA_0718300	603	1065	990
PBANKA_1332800	8362	14543	16281
PBANKA_1360400	13237	23371	26064
PBANKA_1144500	49	182	174
PBANKA_1035600	680	1174	1471
PBANKA_0409000	56	172	97
PBANKA_0801400	267	760	899
PBANKA_0703100	228	628	518
PBANKA_1348600	282	785	704
PBANKA_0822400	27	108	106
PBANKA_1102900	838	1879	1808
PBANKA_1303400	495	1160	1230
PBANKA_1133000	90	182	239
PBANKA_1219600	332	730	790
PBANKA_1223200	209	399	513
PBANKA_1405100	524	1172	961
PBANKA_0924400	272	744	716
PBANKA_1345100	8	103	77
PBANKA_0309800	119	271	219
PBANKA_1006700	442	1075	913
PBANKA_1241200	77	277	236
PBANKA_1356400	4947	8805	9525
PBANKA_0511500	161	554	459
PBANKA_1018200	456	1081	1188
PBANKA_0505700	509	1244	1231
PBANKA_0307100	3456	8000	7606
PBANKA_0304500	1118	2700	2904
PBANKA_1233100	413	1519	981
PBANKA_0614900	334	811	687
PBANKA_1208000	762	1444	1595
PBANKA_1343800	388	729	687
PBANKA_1134000	604	1283	1326
PBANKA_1019100	207	511	534
PBANKA_1007641	1	5	7
PBANKA_1325500	1532	3039	3504
PBANKA_0205000	422	1013	1099
PBANKA_0600500	153	437	514
PBANKA_0706900	290	1295	1554
PBANKA_1346600	1201	2690	2596
PBANKA_1331200	1613	3675	3986
PBANKA_0517500	1158	3472	3572
PBANKA_0507700	83	198	177
PBANKA_0216721	0	0	0
PBANKA_1024900	4143	8560	7933
PBANKA_1422800	120	292	356
PBANKA_1114800	37	62	70
PBANKA_1105000	124	410	230
PBANKA_0804100	3178	6980	5921
PBANKA_1345700	134	445	409
PBANKA_1029800	191	462	448
PBANKA_0509700	2370	5102	5293
PBANKA_1235500	152	416	520
PBANKA_0807300	112	233	184
PBANKA_1442000	156	720	498
PBANKA_0512300	152	495	442
PBANKA_1365650	18	89	74
PBANKA_0801300	80	293	261
PBANKA_0939400	153	376	350
PBANKA_1237500	58	210	158
PBANKA_0813400	398	1183	1035
PBANKA_0622800	321	805	671
PBANKA_0406800	196	691	601
PBANKA_1223000	353	1253	749
PBANKA_1001100	458	1001	1154
PBANKA_0819900	5031	11969	9816
PBANKA_1332600	216	541	614
PBANKA_API00031	0	0	0
PBANKA_0107600	1953	5658	4666
PBANKA_0816600	16	54	62
PBANKA_0109800	1364	3321	4379
PBANKA_1118500	2964	5534	6461
PBANKA_1210700	955	2487	2582
PBANKA_0401000	443	1124	1074
PBANKA_1030900	79	139	110
PBANKA_0817300	265	526	667
PBANKA_1327061	55	243	208
PBANKA_1132000	529	1590	1525
PBANKA_1235300	236	613	596
PBANKA_1121900	288	931	663
PBANKA_0521241	35	1122	192
PBANKA_0931700	606	1438	1651
PBANKA_0106500	204	553	504
PBANKA_1026200	1719	3142	4203
PBANKA_0926100	37	183	198
PBANKA_0518600	33	125	120
PBANKA_0623751	0	1	0
PBANKA_1456000	95	235	242
PBANKA_1233200	675	1970	2562
PBANKA_0619700	110	654	676
PBANKA_1314200	382	949	841
PBANKA_1344200	901	1811	1677
PBANKA_1428600	132	551	445
PBANKA_1034200	19	58	76
PBANKA_1429900	335	870	802
PBANKA_1442500	479	1120	1312
PBANKA_1431000	39	158	103
PBANKA_0510200	289	678	600
PBANKA_1327100	371	1293	1639
PBANKA_0703000	35	73	111
PBANKA_0831200	2268	5281	5943
PBANKA_0822800	188	461	529
PBANKA_1402300	1887	4483	4225
PBANKA_1307400	112	254	214
PBANKA_1017200	217	781	617
PBANKA_1009000	80	227	186
PBANKA_1137300	2860	5636	5810
PBANKA_1425300	47	154	110
PBANKA_0503400	55	113	100
PBANKA_1331700	719	1125	1945
PBANKA_1357900	1972	2950	3479
PBANKA_0622200	1246	2909	3092
PBANKA_1232500	1993	4395	4251
PBANKA_0623700	0	18	0
PBANKA_0414600	1441	4165	4064
PBANKA_1026300	1452	2767	2763
PBANKA_0800800	236	412	458
PBANKA_0406650	8	35	58
PBANKA_0107700	2133	7038	10748
PBANKA_0903700	248	672	967
PBANKA_0605600	7695	16102	16675
PBANKA_1130400	742	2642	2289
PBANKA_0202900	758	1715	1866
PBANKA_1426700	181	526	472
PBANKA_1024341	0	3	2
PBANKA_1308900	350	967	993
PBANKA_1317700	163	580	466
PBANKA_0718200	61	104	123
PBANKA_0806200	191	516	419
PBANKA_1006500	38	154	121
PBANKA_1323600	60	188	167
PBANKA_0700700	185	547	464
PBANKA_1330300	637	1450	1260
PBANKA_1305600	127	287	309
PBANKA_API00200	0	0	2
PBANKA_1321000	374	998	941
PBANKA_1423600	978	3253	2911
PBANKA_1320500	1176	3710	3772
PBANKA_1426900	5126	11337	10770
PBANKA_0410900	41	132	89
PBANKA_0310100	474	1283	1477
PBANKA_1013400	211	633	653
PBANKA_0911100	621	1211	1425
PBANKA_1208500	63	252	164
PBANKA_0213500	480	1130	917
PBANKA_1359300	2200	4705	4887
PBANKA_0309500	130	553	761
PBANKA_0203750	352	822	864
PBANKA_0921100	134	238	275
PBANKA_0720200	400	1068	890
PBANKA_0902300	3833	8430	10201
PBANKA_API00445	0	0	0
PBANKA_0214000	8819	16333	19725
PBANKA_0101400	1310	3258	2907
PBANKA_1438500	234	652	614
PBANKA_0610000	321	764	707
PBANKA_1450000	190	640	653
PBANKA_1420700	1050	2186	2376
PBANKA_0211500	535	1759	1195
PBANKA_1239200	267	664	642
PBANKA_0800541	0	1	3
PBANKA_1139900	171	551	554
PBANKA_1101800	53	172	171
PBANKA_0928900	113	302	306
PBANKA_0718400	675	1773	1446
PBANKA_1119700	616	1462	1677
PBANKA_1446000	472	900	1132
PBANKA_1440400	54	147	130
PBANKA_1200091	4	9	14
PBANKA_0714400	488	1342	1406
PBANKA_0104100	1290	2932	3377
PBANKA_1420800	6905	13696	18208
PBANKA_0608300	380	821	935
PBANKA_0300900	89	198	204
PBANKA_0923900	60	193	198
PBANKA_1335600	76	167	183
PBANKA_1115900	102	234	230
PBANKA_0517400	982	2513	1835
PBANKA_0612000	12	44	26
PBANKA_0610300	1056	3403	2352
PBANKA_1036400	567	1009	1546
PBANKA_1033000	334	630	813
PBANKA_1201100	315	811	763
