Geneid,AP2CKO_1.bam,AP2CKO_2.bam,AP2CKO_3.bam,271KO_RNA_1.bam,271KO_RNA_2.bam,271KO_RNA_3.bam
PBANKA_1030900,721,1388,1137,79,139,110
PBANKA_0817300,2488,2797,2766,265,526,667
PBANKA_1327061,1491,2385,1810,55,243,208
PBANKA_1132000,5705,10852,9431,529,1590,1525
PBANKA_1235300,2638,4185,3707,236,613,596
PBANKA_1121900,3715,7455,5328,288,931,663
PBANKA_0521241,1129,3599,1355,35,1122,192
PBANKA_0931700,4682,6329,5889,606,1438,1651
PBANKA_0106500,3312,5924,4400,204,553,504
PBANKA_1026200,9969,16975,17089,1719,3142,4203
PBANKA_0926100,1054,2243,1566,37,183,198
PBANKA_0518600,441,1009,729,33,125,120
PBANKA_0623751,0,0,1,0,1,0
PBANKA_1456000,1302,2347,1625,95,235,242
PBANKA_1233200,10376,11636,10285,675,1970,2562
PBANKA_0619700,4847,4420,4112,110,654,676
PBANKA_1314200,5913,8772,6961,382,949,841
PBANKA_1344200,11077,13487,11574,901,1811,1677
PBANKA_1428600,1072,2039,1505,132,551,445
PBANKA_1034200,374,550,487,19,58,76
PBANKA_1429900,4075,5895,4602,335,870,802
PBANKA_1442500,6790,10491,10555,479,1120,1312
PBANKA_1431000,460,1377,872,39,158,103
PBANKA_0510200,9213,11472,8530,289,678,600
PBANKA_1327100,7378,6942,7021,371,1293,1639
PBANKA_0703000,733,976,892,35,73,111
PBANKA_0831200,32971,39486,36399,2268,5281,5943
PBANKA_0822800,4603,6348,4930,188,461,529
PBANKA_1402300,21707,27721,27500,1887,4483,4225
PBANKA_1307400,1055,2263,1812,112,254,214
PBANKA_1017200,5167,7324,5599,217,781,617
PBANKA_1009000,994,2073,1455,80,227,186
PBANKA_1137300,27391,37660,33861,2860,5636,5810
PBANKA_1425300,455,1108,737,47,154,110
PBANKA_0503400,1045,1086,887,55,113,100
PBANKA_1331700,7044,6683,7759,719,1125,1945
PBANKA_1357900,13641,15058,15679,1972,2950,3479
PBANKA_0622200,17195,25227,21882,1246,2909,3092
PBANKA_1232500,17633,30770,26620,1993,4395,4251
PBANKA_0623700,16,29,29,0,18,0
PBANKA_0414600,13994,27427,21993,1441,4165,4064
PBANKA_1026300,14252,19397,18224,1452,2767,2763
PBANKA_0800800,2455,3570,2969,236,412,458
PBANKA_0406650,19,24,35,8,35,58
PBANKA_0107700,10446,14074,16289,2133,7038,10748
PBANKA_0903700,2754,3350,3051,248,672,967
PBANKA_0605600,140044,167966,142264,7695,16102,16675
PBANKA_1130400,6457,11328,8644,742,2642,2289
PBANKA_0202900,8194,10918,9793,758,1715,1866
PBANKA_1426700,1906,4269,3075,181,526,472
PBANKA_1024341,0,5,0,0,3,2
PBANKA_1308900,3657,7210,5746,350,967,993
PBANKA_1317700,2552,5029,4003,163,580,466
PBANKA_0718200,912,1343,1052,61,104,123
PBANKA_0806200,1405,2371,1972,191,516,419
PBANKA_1006500,597,1203,891,38,154,121
PBANKA_1323600,894,921,871,60,188,167
PBANKA_0700700,2762,4708,3693,185,547,464
PBANKA_1330300,9225,11876,10484,637,1450,1260
PBANKA_1305600,1362,2063,1763,127,287,309
PBANKA_API00200,0,2,0,0,0,2
PBANKA_1321000,5796,9257,7214,374,998,941
PBANKA_1423600,11636,23161,17648,978,3253,2911
PBANKA_1320500,9903,18439,17287,1176,3710,3772
PBANKA_1426900,48659,73750,57255,5126,11337,10770
PBANKA_0410900,760,1079,853,41,132,89
PBANKA_0310100,6499,7696,6843,474,1283,1477
PBANKA_1013400,5071,5339,5017,211,633,653
PBANKA_0911100,4673,6482,6535,621,1211,1425
PBANKA_1208500,1120,1756,1408,63,252,164
PBANKA_0213500,7998,11457,9168,480,1130,917
PBANKA_1359300,20525,32519,28858,2200,4705,4887
PBANKA_0309500,1843,1662,1691,130,553,761
PBANKA_0203750,3471,4870,4651,352,822,864
PBANKA_0921100,1717,2396,1851,134,238,275
PBANKA_0720200,8217,11835,9125,400,1068,890
PBANKA_0902300,52588,59121,52179,3833,8430,10201
PBANKA_API00445,0,0,0,0,0,0
PBANKA_0214000,61190,63584,61706,8819,16333,19725
PBANKA_0101400,19079,25798,20536,1310,3258,2907
PBANKA_1438500,3977,5625,4587,234,652,614
PBANKA_0610000,4350,6233,5292,321,764,707
PBANKA_1450000,2959,3909,3332,190,640,653
PBANKA_1420700,18372,23755,20205,1050,2186,2376
PBANKA_0211500,5636,12225,8365,535,1759,1195
PBANKA_1239200,2748,4630,4010,267,664,642
PBANKA_0800541,0,3,1,0,1,3
PBANKA_1139900,3172,5300,4619,171,551,554
PBANKA_1101800,1342,2393,1767,53,172,171
PBANKA_0928900,1329,1812,1547,113,302,306
PBANKA_0718400,11773,16076,11771,675,1773,1446
PBANKA_1119700,8410,11921,10651,616,1462,1677
PBANKA_1446000,7603,9077,7650,472,900,1132
PBANKA_1440400,783,1264,1144,54,147,130
PBANKA_1200091,39,74,69,4,9,14
PBANKA_0714400,8301,10885,8272,488,1342,1406
PBANKA_0104100,8809,10944,10246,1290,2932,3377
PBANKA_1420800,92425,111718,102347,6905,13696,18208
PBANKA_0608300,4449,5855,5589,380,821,935
PBANKA_0300900,1136,1540,1289,89,198,204
PBANKA_0923900,1460,2594,2118,60,193,198
PBANKA_1335600,878,1316,975,76,167,183
PBANKA_1115900,1999,2484,2190,102,234,230
PBANKA_0517400,14533,21811,17492,982,2513,1835
PBANKA_0612000,192,414,327,12,44,26
PBANKA_0610300,10854,14542,11983,1056,3403,2352
PBANKA_1036400,7076,10570,11262,567,1009,1546
PBANKA_1033000,5352,6535,5411,334,630,813
PBANKA_1201100,5166,7136,5755,315,811,763
PBANKA_1126200,5078,8639,6995,817,2065,1756
PBANKA_1135400,2036,4409,2876,122,429,421
PBANKA_1421241,75,91,67,29,42,88
PBANKA_1409700,2688,4665,3606,354,769,683
PBANKA_1005500,3281,5732,4209,230,566,467
PBANKA_0835300,5658,7222,6734,652,1715,1853
PBANKA_0623500,4487,7199,6285,228,1512,1385
PBANKA_0204500,56288,64610,51629,3411,7376,8978
PBANKA_MIT00400,5,4,1,1,0,6
PBANKA_0602500,1589,2294,2109,111,387,417
PBANKA_1337700,1340,1839,1598,67,202,229
PBANKA_0316650,107,145,154,12,21,39
PBANKA_0603500,589,1253,988,53,112,161
PBANKA_1025500,79088,101414,94728,6687,13419,14446
PBANKA_1340700,2291,3162,2859,128,590,910
PBANKA_1318400,5153,11982,8076,526,1676,1056
PBANKA_1403100,1161,2886,1769,71,228,157
PBANKA_0416100,120269,156481,155640,16327,34897,35035
PBANKA_0317161,46,64,88,47,148,137
PBANKA_1118300,2163,2485,2290,202,600,865
PBANKA_1243600,4147,6082,5492,380,1155,1077
PBANKA_1205800,3268,4966,3850,201,811,608
PBANKA_0715300,6359,9583,8304,481,1542,1345
PBANKA_0837041,0,0,0,0,0,0
PBANKA_1008000,3069,4729,4385,389,758,909
PBANKA_1120700,9064,17448,14339,1125,3079,3007
PBANKA_1235200,3062,4765,3620,147,519,463
PBANKA_0937200,32522,58084,48915,2277,5066,5083
PBANKA_1335900,4560,8381,6271,265,1014,700
PBANKA_0521221,295,660,557,620,471,1323
PBANKA_1460300,801,1485,1412,40,211,218
PBANKA_0913600,4947,7094,7078,790,1430,1508
PBANKA_1442400,5674,7062,6984,220,601,701
PBANKA_0834300,11820,16917,14657,825,2149,1951
PBANKA_0818000,26765,34134,30850,1880,4257,4104
PBANKA_1462700,9467,14407,12213,742,1729,1632
PBANKA_1233000,4719,5170,4288,75,332,395
PBANKA_0712200,125640,149948,127988,12680,25967,33716
PBANKA_0104900,11212,16450,12608,697,1198,1225
PBANKA_0614200,3088,4250,3290,193,573,549
PBANKA_0210700,7240,9907,8263,567,1086,995
PBANKA_1315700,30874,29902,30238,2002,6007,6089
PBANKA_0316300,5302,7160,7594,114,704,977
PBANKA_1347200,5996,7563,6938,523,1160,1167
PBANKA_1340600,3824,4965,3923,179,469,438
PBANKA_1107500,1182,1785,1423,38,172,229
PBANKA_0203500,5121,7370,5762,338,900,975
PBANKA_API00226,0,0,0,0,0,0
PBANKA_1418000,395,616,509,10,49,38
PBANKA_1356200,1685,2738,2753,192,765,660
PBANKA_1435700,2967,4647,3682,181,440,376
PBANKA_0100061,1057,1463,1632,56,154,235
PBANKA_1335100,13120,18526,15609,599,1548,1415
PBANKA_0700011,2,0,1,0,0,1
PBANKA_1121600,2436,3748,2793,184,582,671
PBANKA_1131851,7,17,24,2,11,6
PBANKA_0621700,2867,3903,2926,132,288,217
PBANKA_1214700,68924,85028,71979,4388,10259,12112
PBANKA_0712100,25229,34837,30845,2553,4880,5052
PBANKA_0514700,546,1202,728,22,68,44
PBANKA_1308200,6956,11474,8347,498,2461,1785
PBANKA_0105000,3950,4889,4794,626,1503,1732
PBANKA_1114600,23641,26953,25827,2413,3837,4472
PBANKA_0920300,2240,3590,2707,106,453,323
PBANKA_1221400,1891,2392,2205,139,274,292
PBANKA_1432900,10378,13535,10647,809,1524,1597
PBANKA_MIT03500,4720,5793,4423,1638,3977,5217
PBANKA_0210100,3144,4345,4182,322,598,838
PBANKA_0808200,6059,9497,7350,418,1382,1222
PBANKA_1222400,10690,17975,13454,825,2476,2048
PBANKA_0521261,12675,40635,16087,1410,27234,4950
PBANKA_1308500,498,756,620,64,153,154
PBANKA_1132500,923,1770,1348,85,250,196
PBANKA_1436300,30565,37418,35796,3889,8133,9861
PBANKA_1320400,8597,13502,11297,719,1853,1620
PBANKA_0904300,1190,1276,1168,120,335,353
PBANKA_API00231,0,0,0,0,0,0
PBANKA_0208400,13267,14501,11041,627,1689,1692
PBANKA_1407400,64065,77911,78009,7014,12057,15305
PBANKA_0504400,247196,272218,226577,18460,30952,34320
PBANKA_0411900,664,1021,624,28,79,59
PBANKA_1304500,17330,24323,22996,1466,3128,3346
PBANKA_0830700,18157,22172,16685,810,2181,2287
PBANKA_0700051,53,69,51,1,3,15
PBANKA_0613700,39206,50314,42513,2902,5214,5328
PBANKA_0520200,8936,14218,12247,1057,2638,2920
PBANKA_0904800,4271,5962,4676,330,645,608
PBANKA_1421200,3791,5678,4611,219,442,438
PBANKA_0006401,0,0,0,0,0,0
PBANKA_1208400,2355,3223,2521,173,487,528
PBANKA_0418500,3269,4614,3842,181,1317,974
PBANKA_0521500,3938,4553,4584,278,580,694
PBANKA_1441900,9763,13864,11850,783,1774,1904
PBANKA_0929300,16136,18851,19798,2944,4844,6176
PBANKA_0914100,30318,35971,32824,2183,4742,4874
PBANKA_0917000,8439,10442,9087,457,1038,1180
PBANKA_0702200,1396,1780,1520,87,263,320
PBANKA_1365400,6495,10455,7967,446,1286,986
PBANKA_1424600,5424,7450,7031,189,692,657
PBANKA_1004800,2208,3906,3430,179,783,706
PBANKA_0609300,1229,2397,2198,149,424,376
PBANKA_1312500,2006,2612,1939,70,247,214
PBANKA_1453400,15195,15935,15843,1491,2816,3854
PBANKA_1110000,950,1617,1340,37,112,119
PBANKA_1131000,4477,6531,5845,640,1584,1634
PBANKA_0722100,29,28,50,7,9,18
PBANKA_1432100,2829,4627,3596,200,505,412
PBANKA_0416000,48730,96202,79025,2453,14417,8594
PBANKA_0503800,22835,25503,22121,1488,2979,3911
PBANKA_0944021,1,2,2,0,0,0
PBANKA_1352000,13310,28109,20107,990,3396,2667
PBANKA_1365680,24,28,33,7,31,25
PBANKA_1443400,3866,7778,6138,190,879,529
PBANKA_0819300,6898,10497,9251,737,1652,1688
PBANKA_0314700,10163,14473,12014,1212,2892,2681
PBANKA_0935100,438,735,541,20,73,50
PBANKA_0707900,564,674,812,66,105,182
PBANKA_0700800,3444,6009,4401,179,771,583
PBANKA_1201400,9449,10849,9719,451,1164,1594
PBANKA_1444400,2105,2900,2455,186,365,428
PBANKA_1438200,12975,17243,12291,441,1129,951
PBANKA_1427200,20695,31802,24227,2778,6190,5701
PBANKA_1421000,7419,11742,11457,894,1711,1791
PBANKA_0615300,175216,198834,184805,14250,25247,28442
PBANKA_0404300,22231,30574,24564,1680,3229,2992
PBANKA_0926900,13759,15870,15839,1740,2982,3609
PBANKA_0410300,8111,12022,9738,312,882,818
PBANKA_1465841,1,0,5,0,0,0
PBANKA_1123500,174908,266273,228906,16521,39573,35166
PBANKA_1245000,1601,2776,2102,58,183,175
PBANKA_1215700,4960,7543,6600,371,1073,1112
PBANKA_1108300,29709,42659,33815,2757,4902,4327
PBANKA_1358200,4837,5734,5276,524,2257,2334
PBANKA_0808600,3701,4856,4179,287,609,735
PBANKA_1026100,5244,5554,6247,493,602,1288
PBANKA_1104100,26270,30943,30332,3907,8932,11528
PBANKA_1127000,27849,48082,40082,1966,9590,7553
PBANKA_1312400,1489,2046,1924,79,215,236
PBANKA_1101300,8028,13766,12700,713,1727,1654
PBANKA_1106800,8554,12146,12501,862,2031,2343
PBANKA_1449100,1269,1581,1278,108,237,223
PBANKA_1345000,2299,3357,2679,154,498,456
PBANKA_1236200,194,162,170,13,21,28
PBANKA_1212300,4842,7570,5940,349,807,790
PBANKA_1232900,8132,11430,9936,692,1458,1652
PBANKA_1225500,93505,107391,97493,7084,13492,17930
PBANKA_1402600,23561,38319,32565,3426,6882,6832
PBANKA_0613800,4877,7807,7024,340,735,715
PBANKA_1321200,7063,9641,8165,832,2104,1961
PBANKA_0206400,1906,2499,2002,108,311,280
PBANKA_1342100,610,782,685,39,79,95
PBANKA_1238800,48119,87097,68992,4567,13677,11667
PBANKA_1356000,10423,16042,15368,669,1849,1740
PBANKA_1465500,124,233,227,18,55,45
PBANKA_0707700,35061,33872,37251,1974,3626,6179
PBANKA_1125650,0,0,0,0,0,0
PBANKA_0715500,7134,10854,9060,699,2055,1749
PBANKA_1343500,10025,10801,9605,267,970,1220
PBANKA_1463700,28580,36454,33140,2942,5154,5460
PBANKA_1363800,8932,13826,10557,588,1390,1348
PBANKA_1201600,2754,3941,3122,228,607,545
PBANKA_1119941,20,22,19,3,15,15
PBANKA_0506400,1433,2843,1953,40,257,153
PBANKA_0301900,14352,19223,17828,1256,2836,2784
PBANKA_1010200,5376,9597,7863,545,935,930
PBANKA_1338700,20284,26983,24388,1802,4362,4615
PBANKA_1349700,5079,7466,5940,236,617,586
PBANKA_1317600,8108,10897,10508,737,1242,1521
PBANKA_1344400,5099,6283,5898,245,1119,968
PBANKA_1028500,5646,8866,7035,165,572,626
PBANKA_1108200,2439,3007,2263,123,313,260
PBANKA_0306000,42315,56152,49630,3886,9513,9843
PBANKA_0810200,6287,8746,7615,532,1106,1225
PBANKA_1363000,1511,2726,2147,123,556,493
PBANKA_0515700,1202,1444,1358,47,203,278
PBANKA_0515100,343,598,465,25,139,106
PBANKA_1100351,106,163,186,23,54,27
PBANKA_1119800,1177,1714,1564,180,368,336
PBANKA_1214900,15138,21849,17567,1025,2038,2281
PBANKA_0835200,2844,5495,3961,240,691,539
PBANKA_1201700,2392,3026,2751,138,452,704
PBANKA_0816100,4195,5869,5004,555,1710,1416
PBANKA_0822000,717,942,845,61,152,146
PBANKA_0402800,9228,10879,11324,526,1608,2058
PBANKA_1362900,7627,13026,11059,620,1994,1821
PBANKA_0501500,2034,3407,2559,82,371,335
PBANKA_1129500,826,1175,1167,59,145,195
PBANKA_1020900,5351,7299,6556,556,1406,1300
PBANKA_1326800,4126,6468,5829,760,1943,1496
PBANKA_1454800,78548,105249,93583,7149,16457,19163
PBANKA_1350200,5162,6034,4655,344,702,716
PBANKA_0806100,2930,5975,4941,169,587,544
PBANKA_1214800,19796,24179,19639,713,1570,1618
PBANKA_0613400,1049,2578,1749,102,366,231
PBANKA_0910800,5893,8639,8596,707,1453,1419
PBANKA_0615400,7898,14169,10418,640,1919,1317
PBANKA_MIT03700,225,270,171,89,177,189
PBANKA_1109400,21512,28188,24335,1821,3825,3796
PBANKA_1001300,3676,5811,4600,209,768,552
PBANKA_1141100,1906,2644,2603,60,200,174
PBANKA_1210900,24460,32492,28503,3313,6974,7412
PBANKA_0109700,7504,10482,8805,311,992,962
PBANKA_0700200,61,77,76,9,31,15
PBANKA_1004100,3019,4148,4672,404,708,754
PBANKA_1330600,1735,3442,2684,113,416,332
PBANKA_1354550,0,0,0,0,0,0
PBANKA_1107600,6384,7735,7327,411,1407,1475
PBANKA_1340000,838,2956,1896,89,357,172
PBANKA_1032200,23391,38819,30041,1774,3827,3467
PBANKA_1208200,88443,96221,89264,5575,10056,12910
PBANKA_1122900,20344,41664,31095,2514,7324,5754
PBANKA_0402500,41733,49901,41752,4482,8553,10961
PBANKA_1310400,10185,13625,11878,1048,2631,2277
PBANKA_0922900,11871,15216,13037,1000,1944,2202
PBANKA_0209600,2210,2561,2390,216,557,719
PBANKA_0522400,2323,2877,2629,256,677,698
PBANKA_1120100,20428,24543,21702,1473,3812,4130
PBANKA_1012600,2408,3013,2858,306,569,624
PBANKA_1412600,11129,14199,11073,604,1252,1064
PBANKA_0720700,4780,5199,4735,183,394,445
PBANKA_1141500,8857,12361,12012,1561,3372,3707
PBANKA_0715900,6902,10711,8559,492,1169,1061
PBANKA_0618300,394,1022,778,53,162,108
PBANKA_0831700,1593,1978,1588,102,352,304
PBANKA_1130000,7797,10904,8652,394,1039,819
PBANKA_0816400,18447,33719,25812,2162,5508,4660
PBANKA_1239100,2870,3883,3240,120,312,273
PBANKA_1340400,23688,36604,30825,6020,14822,12481
PBANKA_1300091,108,203,212,32,82,49
PBANKA_1005300,12907,19006,15582,1391,2931,2745
PBANKA_0111000,6485,6263,6349,143,739,856
PBANKA_0520500,3919,6812,5313,389,975,763
PBANKA_0407300,4683,4784,4322,392,1124,1552
PBANKA_1114100,27258,26020,25106,2984,8071,10525
PBANKA_1352900,1432,1872,1408,70,310,309
PBANKA_1412500,382,965,695,19,91,74
PBANKA_1207500,3663,5761,5428,469,1024,1201
PBANKA_1246100,0,0,0,0,0,1
PBANKA_0300800,1408,1821,1684,117,299,298
PBANKA_0317121,56,135,112,34,184,97
PBANKA_1318600,160946,188641,185437,33959,111084,140418
PBANKA_0213300,648,1151,941,65,292,245
PBANKA_1139500,3188,4257,2761,122,345,339
PBANKA_0722941,76,113,104,61,197,194
PBANKA_0805400,981,1501,1379,57,216,291
PBANKA_1364500,1823,3008,2605,65,266,378
PBANKA_1444800,144083,160678,156663,17181,29843,34892
PBANKA_1412300,1922,3416,2660,84,323,302
PBANKA_0603300,27029,32159,30543,2497,5493,6557
PBANKA_1327400,2687,5674,3854,145,351,234
PBANKA_0211800,716,1246,806,48,90,78
PBANKA_1030600,14545,24671,22669,2052,7040,6270
PBANKA_1313400,6262,7875,7541,369,740,798
PBANKA_1227500,5625,7094,6180,365,736,957
PBANKA_0903300,2450,3416,2839,144,359,320
PBANKA_1104900,5759,7184,5976,378,857,920
PBANKA_0721200,853,1055,1119,81,139,165
PBANKA_1310600,5599,7848,7259,861,1989,2265
PBANKA_1103200,2431,3640,3535,122,354,502
PBANKA_0200751,25,68,62,0,4,12
PBANKA_0717000,3579,5650,4792,346,847,872
PBANKA_1016300,14556,24863,19275,882,2229,2256
PBANKA_0802100,10474,13855,11872,549,1362,1559
PBANKA_1133900,931,1630,1233,134,455,386
PBANKA_0829100,6058,8058,6277,415,914,1025
PBANKA_MIT01600,11,28,36,4,94,25
PBANKA_1241900,3358,7049,5435,444,2104,1398
PBANKA_1005800,11594,16365,13212,610,1056,889
PBANKA_0927400,7459,8936,7521,420,1224,1215
PBANKA_1436800,2102,4069,3716,302,656,655
PBANKA_0938050,11,21,20,1,2,6
PBANKA_1232600,13347,14907,13260,1093,2132,2417
PBANKA_1321500,10387,15586,14359,1404,2879,2952
PBANKA_0518300,6337,8864,7700,631,1534,1754
PBANKA_0905500,5796,6792,6101,324,800,960
PBANKA_1201500,2904,4027,3364,236,653,659
PBANKA_1028900,1884,2769,3092,175,338,693
PBANKA_1142500,4176,6168,5247,379,845,975
PBANKA_1461700,781,834,761,38,97,111
PBANKA_1229600,9595,12554,9693,405,1042,1049
PBANKA_0801000,1398,2041,1826,116,319,414
PBANKA_0821900,3361,4890,4308,571,1775,2279
PBANKA_0832900,7550,9701,9056,433,1380,1484
PBANKA_0501300,27203,39359,32915,2944,7491,7591
PBANKA_1444300,1120,1542,1195,80,278,361
PBANKA_0823000,32422,49541,43464,3346,6964,6752
PBANKA_0917980,293,367,361,25,67,72
PBANKA_0107800,2003,2407,2573,220,450,568
PBANKA_1411900,3531,4474,3974,139,567,482
PBANKA_0808500,651,1103,815,14,121,89
PBANKA_1024371,14,19,7,4,2,2
PBANKA_1453600,1815,2962,2340,204,811,883
PBANKA_0715200,10310,16638,14806,908,2406,2232
PBANKA_1238200,19924,26925,24171,2121,3994,4820
PBANKA_1223500,24759,30551,26656,1297,2956,3299
PBANKA_0311100,3331,4546,3697,268,868,984
PBANKA_0600100,136,229,267,22,72,76
PBANKA_0923500,4184,6044,4853,196,648,609
PBANKA_1336700,4109,5728,4956,335,874,946
PBANKA_1303100,2293,3009,2424,203,506,382
PBANKA_1431100,14182,19616,16924,1284,2714,3071
PBANKA_1021400,1580,3278,2415,102,367,254
PBANKA_0912800,339,630,530,16,65,51
PBANKA_1035400,194880,232931,215376,27965,65803,82835
PBANKA_0622000,30711,39701,35669,2538,4724,5240
PBANKA_0616700,29252,35130,30624,3087,6272,7569
PBANKA_0832800,3987,5230,4709,280,873,1047
PBANKA_1460000,770,1048,1227,130,216,384
PBANKA_0618700,1431,2216,1723,70,194,139
PBANKA_1312300,2365,3168,2596,93,280,272
PBANKA_1117300,2448,3750,2863,93,282,266
PBANKA_0304600,539,777,623,57,97,98
PBANKA_1000100,775,867,1078,37,79,139
PBANKA_1428400,1193,2139,1633,85,287,228
PBANKA_1210400,7219,9174,8148,536,1413,1349
PBANKA_1139000,2830,4760,4224,236,523,541
PBANKA_1039300,6365,10071,8594,522,1153,1033
PBANKA_1365500,37365,73279,62595,4532,14423,12088
PBANKA_1222100,7723,10044,8498,628,1446,1511
PBANKA_0928700,9497,13599,11384,466,1501,1511
PBANKA_1333800,3308,5771,4534,246,583,613
PBANKA_0502600,10837,16872,14486,804,2097,1769
PBANKA_1021200,8239,8911,8133,633,1274,1398
PBANKA_1407900,155102,188879,170281,14502,24484,30151
PBANKA_1424000,2313,4659,3261,150,427,290
PBANKA_1341400,3355,4090,3601,364,1129,1154
PBANKA_1302000,12590,17166,17073,1357,3393,3601
PBANKA_0602800,58078,75320,70047,9635,18502,21469
PBANKA_API00420,0,1,2,0,0,5
PBANKA_0100200,4710,6928,5966,180,726,863
PBANKA_1213300,95224,112470,96431,4828,10695,13251
PBANKA_0808000,24896,33908,28318,1377,4766,4196
PBANKA_0708500,25809,25171,26325,4188,7884,9342
PBANKA_1400021,1,3,1,0,0,0
PBANKA_1212400,1055,1055,1278,124,224,402
PBANKA_1207100,3839,5776,6392,314,762,1074
PBANKA_0312300,3661,4643,3483,243,441,364
PBANKA_0404200,9373,16310,13443,1367,3650,3138
PBANKA_1128700,4928,7619,6297,568,1589,1433
PBANKA_0506900,24154,27422,24714,2248,4557,5667
PBANKA_1235400,2026,2726,2579,133,290,300
PBANKA_0910400,117,144,128,6,24,31
PBANKA_1131800,1670,2268,2362,133,270,396
PBANKA_1444200,16046,20970,14569,512,1220,971
PBANKA_1354600,305,477,459,40,90,154
PBANKA_1134300,11198,14797,12926,638,1630,1572
PBANKA_1242400,7345,9926,8419,651,1601,1448
PBANKA_1228500,19444,24316,17905,888,2034,2016
PBANKA_1007300,4030,6624,4989,431,989,906
PBANKA_1322800,7485,10244,8180,476,1099,1171
PBANKA_1115300,264769,294607,292369,40040,117522,131124
PBANKA_1408200,2128,4119,3175,186,520,392
PBANKA_1012700,6674,7563,6658,578,919,1170
PBANKA_0902500,29881,34453,27686,1506,3686,3598
PBANKA_0302000,9809,10208,9231,402,1342,1951
PBANKA_1443700,23884,26901,23478,1795,2886,3786
PBANKA_1144300,3168,4154,3709,148,469,552
PBANKA_0829900,1741,2261,2002,168,318,444
PBANKA_0511400,25961,25096,19634,1274,2750,3042
PBANKA_0712600,70109,114064,88280,8924,21630,18485
PBANKA_0610200,33016,46665,43278,6538,16217,15908
PBANKA_API00075,0,0,0,0,0,0
PBANKA_1316600,1942,2620,2237,181,530,437
PBANKA_1301700,9123,13722,11688,545,1402,1412
PBANKA_1124800,2862,4592,3381,149,400,337
PBANKA_1418200,5569,7846,6388,387,917,913
PBANKA_0206800,12269,15588,13506,576,1511,1337
PBANKA_1002100,26811,30502,31900,3040,5463,6746
PBANKA_1305700,10960,12842,10674,828,1384,1581
PBANKA_1438000,24668,34494,29180,2222,5160,4650
PBANKA_0111700,4032,5169,4684,287,722,778
PBANKA_0718800,14178,20950,17447,2046,6869,6754
PBANKA_1100011,0,0,0,0,0,0
PBANKA_0308500,4366,6664,5671,295,766,683
PBANKA_1008800,28321,47650,37678,2757,6948,6918
PBANKA_1303300,19599,27283,22379,2552,6367,5667
PBANKA_0831500,13751,18557,15533,864,1996,1867
PBANKA_1212200,3020,2648,2459,103,244,291
PBANKA_0102800,4728,6861,5915,321,705,648
PBANKA_1234900,8930,11438,9489,831,1522,1489
PBANKA_0405200,14118,26738,18626,1706,4212,3223
PBANKA_0007100,0,0,0,0,0,0
PBANKA_0619100,15227,28983,22554,1896,6720,6520
PBANKA_0521200,9604,13520,11595,675,1835,1752
PBANKA_1117000,36848,46959,49558,6094,18886,21975
PBANKA_1006200,3036,3592,4042,679,1024,1361
PBANKA_1212500,7596,6578,7185,428,952,1490
PBANKA_0833300,7373,9407,8035,446,1223,1205
PBANKA_0922800,3818,6205,5206,333,818,902
PBANKA_1111500,905,943,751,51,129,98
PBANKA_1415000,9339,14529,12556,858,1946,1902
PBANKA_1114400,9357,12657,12004,727,1749,1939
PBANKA_1108900,2548,3502,2136,81,190,129
PBANKA_0200700,34,74,50,2,3,7
PBANKA_0206700,599,717,659,58,85,123
PBANKA_1323200,6588,9696,7833,484,1216,1148
PBANKA_0618900,2447,5586,4197,198,1021,506
PBANKA_1334900,230722,256167,221283,19324,41486,51881
PBANKA_1348200,5214,6686,5004,158,379,478
PBANKA_1014300,3429,6152,4961,144,581,589
PBANKA_0816700,4256,5676,4533,264,868,922
PBANKA_1245841,93,119,135,93,2633,17164
PBANKA_0708000,10025,16993,14620,1188,3219,2990
PBANKA_0303500,6287,7153,6525,462,1194,1648
PBANKA_0203400,921,1323,1031,81,221,219
PBANKA_1100300,0,9,2,1,0,3
PBANKA_1016100,1377,2689,1889,66,339,204
PBANKA_1007400,6981,10652,8763,445,1362,1358
PBANKA_1357200,24987,46125,34138,1885,4707,3682
PBANKA_0504200,3943,5510,4764,204,496,553
PBANKA_1419400,3117,3302,3240,276,599,683
PBANKA_1225800,6399,9156,7667,475,1251,1224
PBANKA_0008101,12,14,26,4,11,32
PBANKA_1245861,866,1118,1827,3123,8008,14313
PBANKA_1243800,1614,2557,1902,109,353,195
PBANKA_1214100,2228,3338,2726,230,576,556
PBANKA_1100700,103,132,186,13,35,64
PBANKA_1354500,13266,25426,20438,1993,8233,7978
PBANKA_0406400,7727,8601,7946,344,892,860
PBANKA_0106950,1147,2079,1762,78,244,186
PBANKA_1332000,10130,19078,13833,707,2100,1351
PBANKA_1435800,2163,3309,2984,116,525,476
PBANKA_0802600,1271,2780,2100,123,436,352
PBANKA_0611400,11009,13375,12100,687,1426,1985
PBANKA_0836921,31,51,45,2,13,8
PBANKA_0213100,1250,2157,1657,90,338,290
PBANKA_0919500,886,955,746,27,78,85
PBANKA_1019200,4138,5473,4450,222,601,546
PBANKA_0407800,4085,5541,5168,325,564,782
PBANKA_0417000,3210,4275,3360,159,408,388
PBANKA_1329400,14775,16450,17896,1943,3225,4338
PBANKA_1464900,7871,9634,9116,287,1503,1214
PBANKA_1028700,34912,39843,34768,3520,6393,6906
